movie_title,director_name,num_user_for_reviews,language,country,title_year,imdb_score,aspect_ratio,movie_facebook_likes,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,actor_3_name,actor_2_name,actor_1_name,num_voted_users,cast_total_facebook_likes,budget
This Christmas ,Preston A. Whitmore II,32,English,USA,2007,6.1,2.35,0,17,912,997,1000,Loretta Devine,Chris Brown,Mekhi Phifer,6528,6554,13000000
Baby Geniuses ,Bob Clark,168,English,USA,1999,2.5,1.85,0,84,782,842,899,Ruby Dee,Dom DeLuise,Kathleen Turner,19547,2936,18000000
The Big Hit ,Kirk Wong,168,English,USA,1998,6.1,1.85,934,6,459,471,904,Antonio Sabato Jr.,Elliott Gould,Bokeem Woodbine,24834,3353,13000000
Harriet the Spy ,Bronwen Hughes,42,English,USA,1996,5.9,1.85,833,15,388,558,694,Charlotte Sullivan,Eartha Kitt,Gregory Smith,7984,2486,13000000
Child's Play 2 ,John Lafia,166,English,USA,1990,5.7,1.85,0,5,435,628,659,Greg Germann,Beth Grant,Jenny Agutter,31371,2646,13000000
No Good Deed ,Sam Miller,84,English,USA,2014,5.6,2.35,0,12,334,345,1000,Henry Simmons,Kate del Castillo,Leslie Bibb,12676,2297,13200000
The Mist ,Frank Darabont,1066,English,USA,2007,7.2,1.85,20000,0,745,850,2000,Jeffrey DeMunn,Alexa Davalos,Toby Jones,220475,5371,18000000
Ex Machina ,Alex Garland,611,English,UK,2015,7.7,2.35,109000,232,123,145,149,Corey Johnson,Sonoya Mizuno,Elina Alminas,289508,430,15000000
Being John Malkovich ,Spike Jonze,840,English,USA,1999,7.8,1.85,0,0,213,216,512,Mary Kay Place,Orson Bean,Willie Garson,254404,1171,13000000
Two Can Play That Game ,Mark Brown,31,English,USA,2001,6.1,1.85,593,7,405,890,939,Tamala Jones,Vivica A. Fox,Mo'Nique,4339,2815,6000000
Earth to Echo ,Dave Green,149,English,USA,2014,5.8,1.85,0,13,140,587,803,Jason Gray-Stanford,Ella Wahlestedt,Teo Halm,15664,1921,13000000
Crazy/Beautiful ,John Stockwell,169,English,USA,2001,6.5,1.85,0,134,525,1000,4000,Rolando Molina,Jay Hernandez,Kirsten Dunst,21406,6214,14000000
Letters from Iwo Jima ,Clint Eastwood,316,Japanese,USA,2006,7.9,2.35,5000,16000,78,85,378,Shidô Nakamura,Kazunari Ninomiya,Yuki Matsuzaki,132149,751,19000000
The Astronaut Farmer ,Michael Polish,128,English,USA,2006,6.3,2.35,862,35,844,912,24000,Bruce Dern,Virginia Madsen,J.K. Simmons,19707,27806,13000000
Woo ,Daisy von Scherler Mayer,20,English,USA,1998,3.8,,204,18,744,851,1000,Dave Chappelle,Jada Pinkett Smith,LL Cool J,1520,3352,13000000
Room ,Lenny Abrahamson,351,English,Ireland,2015,8.3,2.35,72000,412,491,681,805,Cas Anvar,Jacob Tremblay,Joan Allen,161288,2499,13000000
Dirty Work ,Bob Saget,117,English,Canada,1998,6.4,1.85,679,799,294,359,721,Traylor Howard,Jack Warden,Don Rickles,20033,1805,13000000
Serial Mom ,John Waters,107,English,USA,1994,6.7,1.66,3000,0,650,849,899,Traci Lords,Sam Waterston,Kathleen Turner,21212,3092,13000000
Dick ,Andrew Fleming,210,English,France,1999,6.1,1.85,0,26,4000,8000,16000,Kirsten Dunst,Will Ferrell,Ryan Reynolds,16059,31005,13000000
Del 1 - Män som hatar kvinnor             ,Niels Arden Oplev,,Swedish,Sweden,,8.1,,22,76,75,94,690,Lena Endre,David Dencik,Michael Nyqvist,335,998,
Light It Up ,Craig Bolotin,39,English,USA,1999,6,1.85,251,7,730,1000,3000,Robert Ri'chard,Vanessa Williams,Rosario Dawson,3116,6485,13000000
54 ,Mark Christopher,181,English,USA,1998,5.8,1.85,0,15,812,957,4000,Sela Ward,Ellen Albertini Dow,Salma Hayek,27675,6910,13000000
Bubble Boy ,Blair Hayes,181,English,USA,2001,5.6,2.35,0,2,690,816,15000,Marley Shelton,Geoffrey Arend,Jake Gyllenhaal,25541,18864,13000000
Birthday Girl ,Jez Butterworth,159,English,UK,2001,6.1,2.35,618,16,258,326,567,Ben Chaplin,Mathieu Kassovitz,Mark Gatiss,21530,1775,13000000
21 & Over ,Jon Lucas,84,English,USA,2013,5.9,2.35,11000,24,499,528,552,Sarah Wright,Josie Loren,Justin Chon,60407,2730,13000000
"Paris, je t'aime ",Olivier Assayas,123,French,France,2006,7.3,1.85,0,107,280,530,12000,Catalina Sandino Moreno,Miranda Richardson,Steve Buscemi,63084,13208,13000000
Resurrecting the Champ ,Rod Lurie,59,English,USA,2007,6.8,2.35,689,37,548,573,748,Peter Coyote,Kathryn Morris,Harry Lennix,18442,2417,13000000
Admission ,Paul Weitz,87,English,USA,2013,5.7,2.35,5000,80,252,257,2000,Christopher Evan Welch,Sarita Choudhury,Tina Fey,28573,3004,13000000
The Widow of Saint-Pierre ,Patrice Leconte,69,French,France,2000,7.3,2.35,186,83,8,370,2000,Yves Jacques,Daniel Auteuil,Emir Kusturica,4767,2389,100000000
Chloe ,Atom Egoyan,166,English,USA,2009,6.3,1.85,0,460,73,153,14000,Natalie Lisinska,Meghan Heffern,Liam Neeson,56264,14372,11000000
Faithful ,Paul Mazursky,19,English,USA,1996,5.9,1.85,69,150,150,385,979,Paul Mazursky,Ryan O'Neal,Chazz Palminteri,1595,1679,13000000
Brothers ,Jim Sheridan,201,English,USA,2009,7.1,2.35,10000,260,1000,15000,20000,Ethan Suplee,Jake Gyllenhaal,Natalie Portman,88037,39473,26000000
Find Me Guilty ,Sidney Lumet,108,English,Germany,2006,7.1,1.85,0,0,968,14000,22000,Alex Rocco,Vin Diesel,Peter Dinklage,28068,37606,13000000
The Perks of Being a Wallflower ,Stephen Chbosky,457,English,USA,2012,8,1.85,131000,139,850,3000,8000,Kate Walsh,Ezra Miller,Logan Lerman,351274,13631,13000000
Excessive Force ,Jon Hess,23,English,USA,1993,5.1,1.85,107,29,147,155,683,Thomas Ian Griffith,Ian Gomez,Burt Young,922,1139,3000000
Infamous ,Douglas McGrath,102,English,USA,2006,7.1,1.85,0,41,442,812,2000,Hope Davis,Isabella Rossellini,Toby Jones,14143,3474,13000000
The Claim ,Michael Winterbottom,92,English,UK,2000,6.5,2.35,141,187,887,900,14000,Shirley Henderson,Sarah Polley,Milla Jovovich,5254,17104,20000000
The Vatican Tapes ,Mark Neveldine,53,English,USA,2015,4.5,1.85,0,83,794,1000,3000,Dougray Scott,Alison Lohman,Djimon Hounsou,7199,7875,8495000
Attack the Block ,Joe Cornish,297,English,UK,2011,6.6,2.35,18000,115,304,305,1000,Jodie Whittaker,Luke Treadaway,John Boyega,82331,2011,13000000
In the Land of Blood and Honey ,Angelina Jolie Pitt,180,Bosnian,USA,2011,4.3,2.35,0,11000,116,164,306,Branko Djuric,Nikola Djuricko,Jelena Jovanova,31414,796,13000000
The Call ,Brad Anderson,266,English,USA,2013,6.7,1.85,23000,122,383,461,873,Roma Maffia,Tara Platt,Michael Imperioli,88241,2812,13000000
Operation Chromite ,John H. Lee,1,English,South Korea,2016,6.8,,139,32,29,81,14000,Jung-jae Lee,Dean Dawson,Liam Neeson,90,14133,12620000
The Crocodile Hunter: Collision Course ,John Stainton,106,English,Australia,2002,5.4,2.35,332,0,234,238,477,Steve Bastoni,Aden Young,Steve Irwin,5663,1483,13000000
I Love You Phillip Morris ,Glenn Ficarra,162,English,France,2009,6.6,1.85,11000,43,113,157,170,Annie Golden,Louis Herthum,Dameon Clarke,77305,931,13000000
Quest for Fire ,Jean-Jacques Annaud,96,None,Canada,1981,7.4,2.35,0,218,91,201,581,Gary Schwartz,Everett McGill,Rae Dawn Chong,16281,931,12500000
Antwone Fisher ,Denzel Washington,159,English,USA,2002,7.3,2.35,0,18000,543,638,18000,Derek Luke,Kevin Connolly,Denzel Washington,26493,20456,12500000
The Emperor's Club ,Michael Hoffman,139,English,USA,2002,6.9,1.85,0,97,355,795,13000,Rob Morrow,Embeth Davidtz,Gabriel Millman,14354,14347,12500000
True Romance ,Tony Scott,460,English,USA,1993,8,2.35,15000,12000,975,10000,11000,Michael Rapaport,Gary Oldman,Brad Pitt,163492,23602,13000000
Womb ,Benedek Fliegauf,35,English,Germany,2010,6.4,2.35,0,28,1000,2000,6000,Hannah Murray,Matt Smith,Eva Green,9957,9244,3660000
Glengarry Glen Ross ,James Foley,365,English,USA,1992,7.8,2.35,0,164,99,14000,18000,Jude Ciccolella,Al Pacino,Kevin Spacey,75675,32288,12500000
The Killer Inside Me ,Michael Winterbottom,176,English,USA,2010,6.1,2.35,0,187,204,467,818,Jay R. Ferguson,Ned Beatty,Liam Aiken,28483,1813,13000000
Cat People ,Paul Schrader,106,English,USA,1982,6.1,1.85,0,261,697,782,783,John Heard,Ruby Dee,Ed Begley Jr.,14193,3700,18000000
Sorority Row ,Stewart Hendler,126,English,USA,2009,5.1,2.35,0,10,472,668,1000,Rumer Willis,Margo Harshman,Julian Morris,24012,3142,16000000
The Prisoner of Zenda ,John Cromwell,44,English,USA,1937,7.8,1.37,337,19,135,185,490,Ronald Colman,Mary Astor,David Niven,3256,1166,
Lars and the Real Girl ,Craig Gillespie,299,English,USA,2007,7.4,1.85,19000,44,552,730,33000,Paul Schneider,Kelli Garner,Ryan Gosling,114762,34351,12000000
The Boy in the Striped Pajamas ,Mark Herman,398,English,UK,2008,7.8,1.85,38000,39,18,32,77,Cara Horgan,Sheila Hancock,Richard Johnson,132386,156,12500000
Dancer in the Dark ,Lars von Trier,690,English,Denmark,2000,8,2.35,0,3000,322,595,963,Björk,Udo Kier,Catherine Deneuve,79330,2894,12800000
Oscar and Lucinda ,Gillian Armstrong,50,English,USA,1997,6.7,2.35,329,44,241,653,1000,Clive Russell,Richard Roxburgh,Tom Wilkinson,5648,2004,16000000
The Funeral ,Abel Ferrara,48,English,USA,1996,6.6,1.85,344,220,599,787,812,Gretchen Mol,Vincent Gallo,Isabella Rossellini,6921,3337,12500000
Solitary Man ,Brian Koppelman,60,English,USA,2009,6.4,1.85,0,34,506,681,966,Richard Schiff,David Costabile,Jenna Fischer,13371,2661,15000000
Machete ,Ethan Maniquis,392,English,USA,2010,6.7,1.85,44000,20,844,982,22000,Cheech Marin,Don Johnson,Robert De Niro,165792,26233,10500000
Casino Jack ,George Hickenlooper,51,English,Canada,2010,6.2,2.35,0,60,168,322,18000,Christian Campbell,Eric Schweig,Kevin Spacey,14757,18739,15000000
The Land Before Time ,Don Bluth,133,English,USA,1988,7.3,1.33,5000,383,191,320,912,Bill Erwin,Gabriel Damon,Judith Barsi,61753,1833,12500000
Tae Guk Gi: The Brotherhood of War ,Je-kyu Kang,224,Korean,South Korea,2004,8.1,2.35,0,16,489,517,717,Dong-gun Jang,Bin Won,Min-sik Choi,31943,1730,12800000
The Perfect Game ,William Dear,33,English,Canada,2009,7,2.35,0,50,655,844,968,Bruce McGill,Cheech Marin,Clifton Collins Jr.,2676,4270,12500000
The Exorcist ,William Friedkin,1058,English,USA,1973,8,1.37,18000,607,259,931,1000,Lee J. Cobb,Linda Blair,Ellen Burstyn,284252,2466,8000000
Jaws ,Steven Spielberg,962,English,USA,1975,8,2.35,21000,14000,366,559,813,Murray Hamilton,Robert Shaw,Roy Scheider,412454,2047,8000000
American Pie ,Paul Weitz,789,English,USA,1999,7,1.85,0,80,1000,1000,3000,Natasha Lyonne,Shannon Elizabeth,Alyson Hannigan,315549,8134,11000000
Ernest & Celestine ,Stéphane Aubier,32,French,France,2012,7.9,1.85,0,2,186,637,6000,Lambert Wilson,Megan Mullally,Mackenzie Foy,12029,6829,9600000
The Golden Child ,Michael Ritchie,69,English,USA,1986,5.9,1.85,0,23,148,255,400,Charlotte Lewis,Randall 'Tex' Cobb,Victor Wong,39798,1044,25000000
Think Like a Man ,Tim Story,62,English,USA,2012,6.6,2.35,0,167,807,966,997,Regina Hall,Romany Malco,Chris Brown,34579,5165,12000000
Barbershop ,Tim Story,156,English,USA,2002,6.3,1.85,770,167,436,528,656,Cedric the Entertainer,Jason George,Sean Patrick Thomas,22147,2754,12000000
Star Trek II: The Wrath of Khan ,Nicholas Meyer,359,English,USA,1982,7.7,2.35,0,120,664,980,12000,Nichelle Nichols,Kirstie Alley,Leonard Nimoy,91414,16539,11000000
Ace Ventura: Pet Detective ,Tom Shadyac,242,English,USA,1994,6.9,1.85,0,293,567,595,759,David Margulies,Udo Kier,Sean Young,216486,2462,12000000
WarGames ,John Badham,152,English,USA,1983,7.1,1.85,0,139,793,883,2000,Ally Sheedy,Barry Corbin,Matthew Broderick,71842,4537,12000000
Witness ,Peter Weir,175,English,USA,1985,7.4,1.85,0,608,733,10000,11000,Lukas Haas,Viggo Mortensen,Harrison Ford,66966,22479,12000000
Act of Valor ,Mike McCoy,349,English,USA,2012,6.5,2.35,15000,16,11,17,93,Rorke Denver,Jason Cottle,Alex Veadov,57996,146,12000000
Step Up ,Anne Fletcher,271,English,USA,2006,6.5,2.35,0,98,920,2000,17000,Josh Henderson,Alyson Stoner,Channing Tatum,90938,21380,12000000
Beavis and Butt-Head Do America ,Mike Judge,154,English,USA,1996,6.8,1.85,0,406,616,2000,13000,John Doman,Demi Moore,Bruce Willis,42892,17035,12000000
Jackie Brown ,Quentin Tarantino,462,English,USA,1997,7.5,1.85,0,16000,889,1000,22000,Robert Forster,Sid Haig,Robert De Niro,239540,25522,12000000
Harold & Kumar Escape from Guantanamo Bay ,Jon Hurwitz,165,English,USA,2008,6.6,1.85,0,22,816,954,1000,Beverly D'Angelo,Eric Winter,Danneel Ackles,113918,4065,12000000
Chronicle ,Josh Trank,471,English,USA,2012,7.1,1.85,32000,128,371,465,963,Ashley Hinshaw,Alex Russell,Michael Kelly,204327,2054,12000000
Yentl ,Barbra Streisand,68,English,UK,1983,6.6,1.85,0,0,122,194,405,Steven Hill,Amy Irving,Miriam Margolyes,9503,914,12000000
Time Bandits ,Terry Gilliam,177,English,UK,1981,7,1.85,0,0,504,561,629,Kenny Baker,Michael Palin,Shelley Duvall,45890,2730,5000000
Crossroads ,Tamra Davis,578,English,USA,2002,3.3,1.85,0,33,135,188,1000,Dave Allen,Katherine Boecher,Britney Spears,34219,1531,12000000
Project X ,Nima Nourizadeh,261,English,USA,2012,6.7,1.85,29000,166,281,329,971,Oliver Cooper,Kirby Bliss Blanton,Dax Flame,157051,2043,12000000
Patton ,Franklin J. Schaffner,258,English,USA,1970,8,2.2,0,76,78,416,654,Bill Hickman,Karl Malden,George C. Scott,76398,1306,12000000
One Hour Photo ,Mark Romanek,605,English,USA,2002,6.8,1.85,0,132,933,989,49000,Connie Nielsen,Gary Cole,Robin Williams,97938,52138,12000000
Quarantine ,John Erick Dowdle,369,English,USA,2008,6,1.85,0,66,1000,1000,137000,Dania Ramirez,Jay Hernandez,Andrew Fiscella,57446,140268,12000000
The Eye ,David Moreau,156,English,USA,2008,5.4,2.35,0,0,451,527,17000,Obba Babatundé,Alessandro Nivola,Chloë Grace Moretz,44130,18765,12000000
Johnson Family Vacation ,Christopher Erskin,49,English,USA,2004,4.3,2.35,243,4,826,1000,1000,Shad Moss,Shannon Elizabeth,Vanessa Williams,5928,5006,12000000
How High ,Jesse Dylan,102,English,USA,2001,6.2,1.85,0,58,722,729,995,T.J. Thyne,Fred Willard,Hector Elizondo,42644,6105,12000000
The Muppet Christmas Carol ,Brian Henson,147,English,USA,1992,7.7,1.85,0,53,84,94,227,Steve Whitmire,Jerry Nelson,Steven Mackintosh,33850,534,12000000
Casino Royale ,Martin Campbell,2301,English,UK,2006,8,2.35,0,258,834,1000,6000,Ivana Milicevic,Tobias Menzies,Eva Green,470501,9125,150000000
Frida ,Julie Taymor,271,English,USA,2002,7.4,1.85,0,278,898,1000,4000,Valeria Golino,Roger Rees,Salma Hayek,61651,7072,12000000
Katy Perry: Part of Me ,Dan Cutforth,50,English,USA,2012,5.9,1.85,0,4,8,9,28,Anthony Burrell,Ashley Ashida Dixon,Lexie Contursi,12383,52,12000000
The Fault in Our Stars ,Josh Boone,548,English,USA,2014,7.8,1.85,93000,131,733,1000,8000,Nat Wolff,Sam Trammell,Shailene Woodley,249688,10565,12000000
Rounders ,John Dahl,290,English,USA,1998,7.4,2.35,0,131,599,940,13000,Gretchen Mol,Martin Landau,Matt Damon,121676,14890,12000000
Top Five ,Chris Rock,93,English,USA,2014,6.5,2.35,0,0,555,966,3000,J.B. Smoove,Romany Malco,Rosario Dawson,21672,5592,12000000
Prophecy ,John Frankenheimer,75,English,USA,1979,5.4,2.35,902,287,79,122,452,Robert Foxworth,Richard Dysart,Talia Shire,3000,729,12000000
Stir of Echoes ,David Koepp,374,English,USA,1999,7,1.85,0,192,282,301,347,Lusia Strus,Kathryn Erbe,Illeana Douglas,62468,1254,12000000
Spartacus: War of the Damned             ,,302,English,USA,,8.6,16,31000,,898,939,1000,Viva Bianca,Kelvin Taylor,Peter Mensah,173172,6091,
Philomena ,Stephen Frears,233,English,UK,2013,7.6,1.85,37000,350,322,482,1000,Peter Hermann,Mare Winningham,Steve Coogan,76094,2376,12000000
The Upside of Anger ,Mike Binder,219,English,USA,2005,6.9,2.35,549,57,805,931,975,Joan Allen,Erika Christensen,Alicia Witt,19007,2944,9000000
The Boys from Brazil ,Franklin J. Schaffner,123,English,UK,1978,7,1.85,0,76,801,837,1000,Steve Guttenberg,Anne Meara,Laurence Olivier,20660,4659,12000000
Aquamarine ,Elizabeth Allen Rosenbaum,150,English,USA,2006,5.3,1.85,0,20,717,826,836,Dichen Lachman,Joanna 'JoJo' Levesque,Tammin Sursok,30462,3963,12000000
Paper Towns ,Jake Schreier,160,English,USA,2015,6.4,2.35,0,14,376,558,733,Meg Crosbie,Cara Delevingne,Nat Wolff,63390,2753,12000000
My Baby's Daddy ,Cheryl Dunye,18,English,USA,2004,4.5,1.85,151,17,581,691,873,Bai Ling,Marsha Thomason,Michael Imperioli,3119,3646,
Nebraska ,Alexander Payne,274,English,USA,2013,7.8,2.35,28000,729,622,844,1000,Will Forte,Bruce Dern,Devin Ratray,91082,3798,12000000
Tales from the Crypt: Demon Knight ,Ernest R. Dickerson,104,English,USA,1995,6.7,1.85,0,226,580,851,1000,Gary Farmer,Jada Pinkett Smith,CCH Pounder,16646,3931,13000000
Max Keeble's Big Move ,Tim Hill,69,English,USA,2001,5.3,1.85,371,25,611,626,833,Larry Miller,Amber Valletta,Noel Fisher,5794,4551,12000000
Young Adult ,Jason Reitman,203,English,USA,2011,6.3,1.85,0,655,390,786,9000,Collette Wolfe,Patton Oswalt,Charlize Theron,64682,10575,12000000
Crank ,Mark Neveldine,444,English,USA,2006,7,1.78,0,83,501,725,26000,Jose Pablo Cantillo,Edi Gathegi,Jason Statham,196422,28767,12000000
How to Be a Player ,Lionel C. Martin,15,English,USA,1997,5.3,1.85,439,3,324,560,1000,Lark Voorhies,Gilbert Gottfried,Bernie Mac,2301,2939,
Living Out Loud ,Richard LaGravenese,88,English,USA,1998,6.6,2.35,242,98,604,849,1000,Jenette Goldstein,Eddie Cibrian,Holly Hunter,4052,3250,12000000
Just Wright ,Sanaa Hamri,36,English,USA,2010,5.8,2.35,0,43,696,826,988,Mehcad Brooks,Laz Alonso,Common,10103,3906,
Rachel Getting Married ,Jonathan Demme,281,English,USA,2008,6.7,1.85,0,438,471,536,11000,Bill Irwin,Rosemarie DeWitt,Anne Hathaway,41226,12274,
The Postman Always Rings Twice ,Bob Rafelson,48,English,USA,1981,6.6,1.85,1000,30,85,230,1000,John Colicos,Michael Lerner,Anjelica Huston,16764,1456,12000000
Girl with a Pearl Earring ,Peter Webber,296,English,UK,2003,7,2.35,0,73,1000,14000,19000,Tom Wilkinson,Colin Firth,Scarlett Johansson,60171,34700,
Das Boot ,Wolfgang Petersen,426,German,West Germany,1981,8.4,1.85,11000,249,18,21,362,Herbert Grönemeyer,Martin Semmelrogge,Jürgen Prochnow,168203,469,14000000
The Alamo ,John Lee Hancock,267,English,USA,2004,6,2.35,701,102,877,973,2000,Jordi Mollà,Marc Blucas,Dennis Quaid,16832,5780,107000000
Sorority Boys ,Wallace Wolodarsky,105,English,USA,2002,5.4,1.85,507,32,503,526,529,Harland Williams,Barry Watson,Heather Matarazzo,12007,2393,12000000
About Time ,Richard Curtis,391,English,UK,2013,7.8,2.35,105000,628,171,555,565,Lindsay Duncan,Tom Hollander,Tom Hughes,202341,1595,12000000
House of Flying Daggers ,Yimou Zhang,420,Mandarin,China,2004,7.6,2.35,0,611,4,483,755,Zhengyong Zhang,Andy Lau,Takeshi Kaneshiro,92295,1244,100000000
Arbitrage ,Nicholas Jarecki,145,English,USA,2012,6.6,1.85,0,27,360,591,664,Reg E. Cathey,Curtiss Cook,Nate Parker,41574,2440,12000000
Project Almanac ,Dean Israelite,177,English,USA,2015,6.4,2.35,0,16,265,328,452,Sofia Black-D'Elia,Jonny Weston,Gary Weeks,57349,1819,12000000
Cadillac Records ,Darnell Martin,90,English,USA,2008,7,2.35,0,67,192,223,436,Tammy Blanchard,Veronika Dash,Cedric the Entertainer,15412,1141,12000000
Screwed ,Scott Alexander,69,English,USA,2000,5.7,1.85,262,25,654,744,931,Sherman Hemsley,Dave Chappelle,Sarah Silverman,6965,3848,10000000
Fortress ,Stuart Gordon,68,English,Australia,1992,5.9,1.85,1000,216,968,1000,1000,Clifton Collins Jr.,Kurtwood Smith,Christopher Lambert,23383,4755,8000000
For Your Consideration ,Christopher Guest,150,English,USA,2006,6.3,1.85,650,378,783,925,957,Ed Begley Jr.,Catherine O'Hara,John Michael Higgins,12197,3535,12000000
Celebrity ,Woody Allen,161,English,USA,1998,6.3,1.66,652,11000,99,255,537,Greg Mottola,Aleksa Palladino,Melanie Griffith,20576,943,12000000
Running with Scissors ,Ryan Murphy,188,English,USA,2006,6.2,2.35,0,708,316,398,433,Dagmara Dominczyk,Joseph Cross,Jill Clayburgh,20000,1291,12000000
From Justin to Kelly ,Robert Iscove,304,English,USA,2003,2.1,1.85,0,7,251,281,525,Brian Dietzen,Kelly Clarkson,Anika Noni Rose,23606,1445,12000000
Girl 6 ,Spike Lee,33,English,USA,1996,5,1.85,251,0,599,680,873,Gretchen Mol,Debi Mazar,Michael Imperioli,4961,4497,12000000
In the Cut ,Jane Campion,354,English,Australia,2003,5.3,1.85,656,319,48,65,1000,Susan Gardner,Nick Damici,Jennifer Jason Leigh,18632,1171,12000000
Two Lovers ,James Gray,98,English,USA,2008,7.1,2.35,0,115,103,580,812,Samantha Ivers,Vinessa Shaw,Isabella Rossellini,29613,1540,12000000
Last Orders ,Fred Schepisi,99,English,UK,2001,7,2.35,305,40,794,1000,5000,JJ Feild,Ray Winstone,Bob Hoskins,5016,7166,12000000
The Host ,Joon-ho Bong,279,Korean,South Korea,2006,7,1.85,7000,584,74,398,629,Ah-sung Ko,Kang-ho Song,Doona Bae,68883,1173,12215500000
The Pursuit of D.B. Cooper ,Roger Spottiswoode,10,English,USA,1981,5.7,1.85,135,55,212,642,3000,Paul Gleason,Treat Williams,Robert Duvall,763,4277,12000000
Ravenous ,Antonia Bird,316,English,Czech Republic,1999,7.1,2.35,0,61,611,692,769,David Arquette,Jeffrey Jones,Jeremy Davies,29990,2543,12000000
Charlie Bartlett ,Jon Poll,124,English,USA,2007,7,1.85,0,20,442,569,21000,Hope Davis,Megan Park,Robert Downey Jr.,56654,22577,12000000
The Great Beauty ,Paolo Sorrentino,124,Italian,Italy,2013,7.7,2.35,29000,667,70,98,211,Serena Grandi,Sabrina Ferilli,Toni Servillo,55516,456,9200000
The Dangerous Lives of Altar Boys ,Peter Care,122,English,USA,2002,7.1,1.85,677,0,77,165,1000,Jake Richardson,Michael Harding,Kieran Culkin,12047,1292,12000000
Stoker ,Chan-wook Park,235,English,UK,2013,6.8,2.35,27000,0,520,1000,3000,Harmony Korine,Alden Ehrenreich,Mia Wasikowska,84620,5074,12000000
2046 ,Kar-Wai Wong,210,Cantonese,Hong Kong,2004,7.5,2.35,0,0,576,643,878,Maggie Cheung,Tony Chiu Wai Leung,Li Gong,41496,2378,12000000
Married Life ,Ira Sachs,50,English,USA,2007,6.3,1.85,314,60,18,46,60,Timothy Webber,Erin Boyes,David Richmond-Peck,8014,141,12000000
Duma ,Carroll Ballard,43,English,USA,2005,7.3,1.85,0,19,393,442,706,Campbell Scott,Hope Davis,Eamonn Walker,6454,1579,12000000
Ondine ,Neil Jordan,57,English,Ireland,2009,6.8,1.85,0,277,289,327,845,Alicja Bachleda,Stephen Rea,Tony Curran,16863,1554,12000000
